Date,Predicted_Close
2026-01-07,6382.3602314892905
2026-01-08,6382.3602314892905
2026-01-09,6382.3602314892905
2026-01-12,6382.3602314892905
2026-01-13,6382.3602314892905
2026-01-14,6382.3602314892905
2026-01-15,6382.3602314892905
2026-01-16,6382.3602314892905
2026-01-19,6382.3602314892905
2026-01-20,6382.3602314892905
2026-01-21,6382.3602314892905
2026-01-22,6382.3602314892905
2026-01-23,6382.3602314892905
2026-01-26,6382.3602314892905
2026-01-27,6382.3602314892905
2026-01-28,6382.3602314892905
2026-01-29,6382.3602314892905
2026-01-30,6382.3602314892905
2026-02-02,6382.3602314892905
2026-02-03,6382.3602314892905
2026-02-04,6382.3602314892905
2026-02-05,6382.3602314892905
2026-02-06,6382.3602314892905
2026-02-09,6382.3602314892905
2026-02-10,6382.3602314892905
2026-02-11,6382.3602314892905
2026-02-12,6382.3602314892905
2026-02-13,6382.3602314892905
2026-02-16,6382.3602314892905
2026-02-17,6382.3602314892905
2026-02-18,6382.3602314892905
2026-02-19,6382.3602314892905
2026-02-20,6382.3602314892905
2026-02-23,6382.3602314892905
2026-02-24,6382.3602314892905
2026-02-25,6382.3602314892905
2026-02-26,6382.3602314892905
2026-02-27,6382.3602314892905
2026-03-02,6382.3602314892905
2026-03-03,6382.3602314892905
2026-03-04,6382.3602314892905
2026-03-05,6382.3602314892905
2026-03-06,6382.3602314892905
2026-03-09,6382.3602314892905
2026-03-10,6382.3602314892905
2026-03-11,6382.3602314892905
2026-03-12,6382.3602314892905
2026-03-13,6382.3602314892905
2026-03-16,6382.3602314892905
2026-03-17,6382.3602314892905
2026-03-18,6382.3602314892905
2026-03-19,6382.3602314892905
2026-03-20,6382.3602314892905
2026-03-23,6382.3602314892905
2026-03-24,6382.3602314892905
2026-03-25,6382.3602314892905
2026-03-26,6382.3602314892905
2026-03-27,6382.3602314892905
2026-03-30,6382.3602314892905
2026-03-31,6382.3602314892905
2026-04-01,6382.3602314892905
2026-04-02,6382.3602314892905
2026-04-03,6382.3602314892905
2026-04-06,6382.3602314892905
2026-04-07,6382.3602314892905
2026-04-08,6382.3602314892905
2026-04-09,6382.3602314892905
2026-04-10,6382.3602314892905
2026-04-13,6382.3602314892905
2026-04-14,6382.3602314892905
2026-04-15,6382.3602314892905
2026-04-16,6382.3602314892905
2026-04-17,6382.3602314892905
2026-04-20,6382.3602314892905
2026-04-21,6382.3602314892905
2026-04-22,6382.3602314892905
2026-04-23,6382.3602314892905
2026-04-24,6382.3602314892905
2026-04-27,6382.3602314892905
2026-04-28,6382.3602314892905
2026-04-29,6382.3602314892905
2026-04-30,6382.3602314892905
2026-05-01,6382.3602314892905
2026-05-04,6382.3602314892905
2026-05-05,6382.3602314892905
2026-05-06,6382.3602314892905
2026-05-07,6382.3602314892905
2026-05-08,6382.3602314892905
2026-05-11,6382.3602314892905
2026-05-12,6382.3602314892905
2026-05-13,6382.3602314892905
2026-05-14,6382.3602314892905
2026-05-15,6382.3602314892905
2026-05-18,6382.3602314892905
2026-05-19,6382.3602314892905
2026-05-20,6382.3602314892905
2026-05-21,6382.3602314892905
2026-05-22,6382.3602314892905
2026-05-25,6382.3602314892905
2026-05-26,6382.3602314892905
2026-05-27,6382.3602314892905
2026-05-28,6382.3602314892905
2026-05-29,6382.3602314892905
2026-06-01,6382.3602314892905
2026-06-02,6382.3602314892905
2026-06-03,6382.3602314892905
2026-06-04,6382.3602314892905
2026-06-05,6382.3602314892905
2026-06-08,6382.3602314892905
2026-06-09,6382.3602314892905
2026-06-10,6382.3602314892905
2026-06-11,6382.3602314892905
2026-06-12,6382.3602314892905
2026-06-15,6382.3602314892905
2026-06-16,6382.3602314892905
2026-06-17,6382.3602314892905
2026-06-18,6382.3602314892905
2026-06-19,6382.3602314892905
2026-06-22,6382.3602314892905
2026-06-23,6382.3602314892905
2026-06-24,6382.3602314892905
2026-06-25,6382.3602314892905
2026-06-26,6382.3602314892905
2026-06-29,6382.3602314892905
2026-06-30,6382.3602314892905
2026-07-01,6382.3602314892905
2026-07-02,6382.3602314892905
2026-07-03,6382.3602314892905
2026-07-06,6382.3602314892905
2026-07-07,6382.3602314892905
2026-07-08,6382.3602314892905
2026-07-09,6382.3602314892905
2026-07-10,6382.3602314892905
2026-07-13,6382.3602314892905
2026-07-14,6382.3602314892905
2026-07-15,6382.3602314892905
2026-07-16,6382.3602314892905
2026-07-17,6382.3602314892905
2026-07-20,6382.3602314892905
2026-07-21,6382.3602314892905
